refdate,demo_age,demo_gender,demo_marital_status,demo_schooling,demo_residence_time,demo_residence_kind,job_formal,job_retired,job_employment_time,job_kind,job_employment_experience,income_social_benefits,income_salary,debt_profile,debt_prev_history,debt_bureau_score,target
2015-08-11,17,0,1,2,216,1,1,0,0,4,0.0,0,1034.5,0,0,0.7212,1
2015-08-31,34,0,2,4,50,1,1,0,0,4,0.0,0,1034.5,4,0,0.9451,0
2015-08-11,18,0,2,4,12,2,0,0,27,4,1.0,0,1034.5,5,0,0.8314,0
2015-08-08,36,0,2,4,444,1,0,0,51,5,1.0,1,1003.465,5,0,0.8614,0
2015-08-29,42,1,2,1,66,1,0,0,99,7,1.0,0,3103.5,4,0,0.9805,0
2015-08-17,43,0,1,2,120,1,0,0,0,4,0.0,1,1034.5,2,0,0.8190000000000001,0
2015-08-10,33,0,2,4,336,1,1,0,37,2,1.0,0,1862.1,4,0,0.8161,0
2015-08-03,22,0,1,4,143,1,0,0,27,2,1.0,0,1344.85,2,0,0.8832,0
2015-08-28,22,0,6,4,36,2,0,0,7,4,1.0,0,1034.5,4,0,0.9096,0
2015-08-09,18,0,1,4,6,2,0,0,0,4,0.0,0,1137.95,5,0,0.821,0
2015-08-09,49,-1,1,4,12,2,0,0,42,4,1.0,0,2069.0,2,0,0.9008,0
2015-08-27,23,1,1,4,124,1,1,0,26,4,1.0,0,2069.0,2,0,0.9024,0
2015-08-14,19,1,1,4,120,1,0,0,18,2,1.0,0,1448.3,0,0,0.8006,0
2015-08-18,33,0,2,4,18,2,1,0,30,4,1.0,0,2896.6,3,1,0.841,0
2015-08-15,30,0,1,1,185,1,0,0,66,4,1.0,0,2069.0,4,0,0.9021,0
2015-08-28,28,0,1,4,36,1,1,0,74,2,1.0,0,1862.1,2,1,0.882,0
2015-08-13,19,1,1,4,89,1,1,0,42,2,1.0,0,1080.018,5,0,0.8263,0
2015-08-23,42,1,1,3,241,1,1,0,33,4,1.0,0,1582.785,5,0,0.7848,0
2015-08-16,45,0,2,4,96,2,1,0,31,2,1.0,0,1551.75,4,0,0.853,0
2015-08-29,23,1,1,1,60,1,1,0,0,1,0.0,0,1241.4,0,0,0.7726,1
2015-08-20,31,-1,2,5,24,2,0,0,63,4,1.0,0,3620.75,3,0,0.937,0
2015-08-14,23,0,1,1,24,2,0,0,11,2,1.0,0,1551.75,4,1,0.7502,0
2015-08-19,31,0,1,4,120,1,1,0,103,4,1.0,0,1551.75,5,0,0.8282,1
2015-08-12,43,0,1,4,362,1,1,0,0,4,0.0,0,3103.5,0,0,0.8295,1
2015-08-15,24,1,1,4,277,1,1,0,20,2,1.0,0,1758.65,5,0,0.9244,0
2015-08-29,25,0,1,4,84,1,0,0,0,4,0.0,0,1241.4,3,0,0.8961,0
2015-08-16,34,0,1,4,25,1,0,0,28,4,1.0,1,1034.5,3,0,0.8665,0
2015-08-12,41,0,1,4,168,1,1,0,69,2,1.0,0,1862.441385,5,0,0.9677,0
2015-08-22,28,1,2,0,240,1,1,0,0,8,0.0,0,4655.25,5,0,0.9483,0
2015-08-17,19,0,1,4,121,1,1,0,6,2,1.0,0,1189.675,4,0,0.8440000000000001,0
2015-08-20,44,-1,2,2,24,4,1,0,222,2,1.0,0,5172.5,2,0,0.9087,0
2015-08-17,34,0,1,4,132,1,0,0,39,4,1.0,1,1551.75,3,0,0.8897,0
2015-08-10,34,0,1,1,25,1,1,0,40,2,1.0,0,3000.05,2,0,0.9498,0
2015-08-18,20,1,1,4,37,1,0,0,4,2,1.0,0,1184.7094,4,0,0.8152,0
2015-08-11,18,0,1,4,120,5,0,0,4,2,1.0,0,1034.5,0,0,0.8808,0
2015-08-10,26,0,2,4,24,1,1,0,0,8,0.0,0,7241.5,5,0,0.9451,0
2015-08-21,17,0,1,2,24,2,0,1,30,4,1.0,0,1344.85,0,0,,0
2015-08-28,45,0,2,4,60,2,0,0,245,4,1.0,1,2069.0,0,0,0.8289,0
2015-08-07,38,1,1,4,12,1,1,0,39,2,1.0,0,3620.75,3,0,0.9021,0
2015-08-29,42,0,2,1,120,1,1,1,0,4,0.0,0,1551.75,4,0,0.9321,0
2015-08-21,39,1,2,2,120,1,0,0,54,2,1.0,0,1810.375,2,0,0.9156,0
2015-08-15,30,1,1,3,121,1,1,0,8,2,1.0,0,1344.85,2,0,0.8088,1
2015-08-12,41,0,2,4,96,1,0,0,103,4,1.0,1,2069.0,5,0,0.8916,0
2015-08-13,33,1,1,4,12,2,0,0,29,4,1.0,0,1551.75,3,0,0.907,0
2015-08-13,40,0,6,4,120,1,1,0,7,2,1.0,0,2069.0,5,1,0.8137,0
2015-08-30,18,1,1,4,182,1,0,0,30,9,1.0,0,1241.4,5,0,0.8233,0
2015-08-10,62,0,2,1,120,1,0,0,0,4,0.0,0,2069.0,4,0,0.9337,0
2015-08-26,42,0,5,5,240,1,1,0,0,4,0.0,0,2275.9,0,0,0.8492,0
2015-08-15,35,1,2,2,26,2,1,0,60,1,1.0,0,1551.75,0,0,0.772,0
2015-08-18,60,1,5,2,144,1,1,0,126,2,1.0,0,1344.85,5,0,0.9142,0
2015-08-10,61,1,5,3,192,1,1,0,0,8,0.0,0,2275.9,0,0,0.8493,0
2015-08-11,63,0,4,4,336,1,0,1,0,1,0.0,0,1655.2,0,1,0.708,1
2015-08-18,31,0,1,1,73,1,1,0,99,2,1.0,0,3206.95,3,0,0.8491,0
2015-08-12,37,0,1,4,60,2,1,0,14,2,1.0,0,1551.75,3,1,0.8473,1
2015-08-18,44,1,1,4,24,2,0,0,0,7,0.0,0,2069.0,5,0,0.9247,0
2015-08-30,22,0,1,4,60,2,1,0,29,2,1.0,0,1090.363,3,1,0.7224,0
2015-08-11,56,0,4,3,66,1,0,0,0,1,0.0,0,3103.5,3,1,0.8393,0
2015-08-22,18,0,1,5,228,1,0,0,18,4,1.0,0,1344.85,4,0,0.7835,0
2015-08-13,37,1,2,5,24,2,1,0,24,4,1.0,1,2069.0,3,0,0.9082,0
2015-08-03,45,0,2,3,240,1,1,0,2,6,1.0,0,1655.2,5,0,0.7694,0
2015-08-12,28,0,1,2,17,2,1,0,34,2,1.0,0,1551.75,4,0,0.8928,0
2015-08-15,44,0,1,3,120,1,1,0,62,8,1.0,0,1862.1,3,0,0.9047,1
2015-08-07,57,1,2,4,109,1,0,0,19,2,1.0,0,2082.4485,0,0,,0
2015-08-17,49,1,2,4,264,1,0,0,0,4,0.0,0,5172.5,3,0,0.8006,1
2015-08-07,40,0,2,4,180,1,0,0,223,4,1.0,0,1063.228065,0,0,0.8635,0
2015-08-20,50,0,1,4,96,1,1,0,222,8,1.0,0,2069.0,4,0,0.8608,0
2015-08-22,36,0,1,1,24,2,1,0,17,2,1.0,0,3103.5,0,0,0.8615,0
2015-08-12,38,1,1,1,480,1,1,0,2,2,1.0,0,1551.75,2,0,0.9022,0
2015-08-23,55,1,1,4,14,1,0,0,0,4,0.0,0,3103.5,2,0,0.8438,0
2015-08-03,54,0,2,2,246,1,0,1,136,4,1.0,0,3035.223,0,1,0.7523,1
2015-08-24,33,0,1,1,159,1,1,0,0,4,0.0,0,2069.0,5,0,0.9077,0
2015-08-31,53,1,1,4,60,1,1,0,214,2,1.0,0,5793.2,5,1,0.8862,0
2015-08-24,43,1,1,4,36,1,0,0,102,4,1.0,0,1551.75,5,0,0.731,0
2015-08-13,26,1,1,4,60,1,0,0,78,4,1.0,0,2586.25,0,0,0.9098,0
2015-08-14,66,1,2,4,48,1,0,1,0,1,0.0,0,1241.4,2,0,0.9587,0
2015-08-15,23,1,1,4,92,1,1,0,42,2,1.0,0,2172.45,3,0,0.8740000000000001,1
2015-08-25,44,1,2,4,240,1,0,0,115,4,1.0,0,1551.75,2,0,0.9015,0
2015-08-29,19,1,1,4,25,1,0,1,40,4,1.0,0,1034.5,0,0,0.7912,0
2015-08-18,55,0,1,4,42,1,1,0,101,2,1.0,0,1137.95,3,1,0.8611,1
2015-08-18,33,0,1,3,121,1,1,0,91,1,1.0,0,1862.1,0,0,0.6736,1
2015-08-13,48,1,1,4,180,2,1,0,6,2,1.0,0,3103.5,2,0,0.877,0
2015-08-12,22,1,1,4,101,1,0,0,42,2,1.0,0,1965.55,2,1,0.8179,0
2015-08-22,54,-1,1,4,422,1,0,0,0,4,0.0,0,2069.0,-1,0,,0
2015-08-06,47,1,2,4,552,2,1,0,0,4,0.0,0,2069.0,3,1,0.7754,0
2015-08-23,65,1,2,4,25,1,1,1,40,4,1.0,0,2069.0,5,0,0.9713,0
2015-08-24,17,1,6,4,120,1,0,0,3,4,1.0,0,1032.431,0,0,,1
2015-08-14,32,0,1,4,301,1,0,0,18,8,1.0,0,1344.85,4,0,0.9085,0
2015-08-11,37,-1,1,4,122,1,0,0,0,4,0.0,1,1551.75,4,0,0.8423,0
2015-08-25,56,1,2,2,63,1,0,0,0,4,0.0,0,1655.2,2,0,0.8190000000000001,0
2015-08-17,59,1,2,1,121,1,1,0,53,2,1.0,0,1241.4,4,1,0.7572,0
2015-08-25,42,1,2,1,72,2,0,0,15,2,1.0,0,5172.5,2,0,0.9655,0
2015-08-22,22,0,1,4,60,1,0,0,18,2,1.0,0,1034.5,5,0,0.7363,0
2015-08-08,39,0,2,4,37,1,0,0,219,7,1.0,0,2586.25,0,0,0.7396,0
2015-08-25,19,0,1,5,240,1,0,0,4,2,1.0,0,1262.09,5,0,0.7355,0
2015-08-29,19,0,1,2,17,2,0,0,0,4,0.0,0,1344.85,0,0,0.84,1
2015-08-04,20,-1,2,0,60,1,0,0,3,2,1.0,0,1137.95,-1,0,0.7841,1
2015-08-21,21,1,1,4,30,2,0,0,25,4,1.0,0,1241.4,2,0,0.8766,0
2015-08-06,48,0,2,4,60,1,0,0,63,4,1.0,1,1086.225,4,0,0.8507,1
2015-08-12,49,1,1,4,480,1,1,0,281,8,1.0,0,4117.31,0,1,0.8203,0
2015-08-11,32,1,1,4,12,1,1,0,0,5,0.0,0,2069.0,5,0,0.8524,0
2015-08-27,35,0,1,4,180,1,0,0,0,4,0.0,0,1241.4,5,0,0.7449,1
2015-08-11,42,1,2,4,48,1,1,0,30,2,1.0,0,2069.0,5,1,0.7743,0
2015-08-19,38,0,1,0,36,2,0,0,0,1,0.0,0,1034.5,4,0,0.8312,0
2015-08-25,51,1,4,3,120,1,0,0,234,4,1.0,0,2069.0,2,0,0.8509,0
2015-08-10,20,-1,1,4,609,1,0,0,14,4,1.0,0,1137.95,-1,0,0.8075,0
2015-08-17,23,1,1,3,122,1,0,0,0,4,0.0,0,2069.0,4,0,,1
2015-08-22,40,0,1,5,300,1,1,0,113,2,1.0,1,1241.4,5,0,0.9043,0
2015-08-31,50,0,2,4,216,1,0,0,102,8,1.0,0,1655.2,0,0,0.9197,0
2015-08-11,28,0,6,4,240,1,0,0,0,4,0.0,0,1034.5,3,0,0.7822,0
2015-08-07,54,0,1,1,34,2,1,0,17,2,1.0,0,986.913,2,0,0.9304,0
2015-08-11,36,1,1,5,121,1,0,0,43,2,1.0,0,2586.25,3,0,0.912,0
2015-08-11,40,0,2,1,250,1,0,0,38,8,1.0,0,2327.625,4,0,0.8528,0
2015-08-10,59,0,1,4,576,1,1,1,31,1,1.0,0,1500.025,0,0,0.9192,0
2015-08-11,32,1,2,4,62,1,1,0,61,2,1.0,0,1862.1,2,0,0.8654,0
2015-08-06,29,1,1,4,120,1,0,0,0,4,0.0,0,5172.5,2,0,0.9402,0
2015-08-17,42,0,2,4,84,1,1,0,30,2,1.0,0,1241.4,3,1,0.7378,0
2015-08-16,63,1,2,4,480,1,0,0,195,4,1.0,0,1448.3,0,0,0.9713,0
2015-08-29,32,1,1,4,25,1,1,0,28,2,1.0,0,2896.6,0,0,0.6957,0
2015-08-18,22,1,1,4,13,2,1,0,7,2,1.0,0,1119.329,5,0,0.8559,0
2015-08-25,53,1,1,4,41,2,1,0,41,2,1.0,0,1551.75,0,0,0.8821,0
2015-08-23,53,0,1,4,360,1,0,0,103,3,1.0,0,3310.4,3,0,0.866,0
2015-08-11,40,0,2,1,120,1,1,0,168,2,1.0,0,4138.0,2,0,0.9168,0
2015-08-21,40,0,1,3,12,2,1,0,1,2,1.0,0,1344.85,4,1,0.934,0
2015-08-29,29,1,6,4,120,1,1,0,45,2,1.0,0,2069.0,5,0,0.9361,0
2015-08-18,35,0,5,4,84,1,0,0,66,4,1.0,1,1241.4,0,0,0.9084,0
2015-08-03,29,0,1,3,24,2,0,0,0,4,0.0,0,1241.4,5,0,0.8625,0
2015-08-18,24,0,5,4,12,1,0,0,18,4,1.0,0,1862.1,5,0,0.8731,0
2015-08-11,38,0,2,5,156,1,1,0,219,2,1.0,0,1137.95,5,1,0.7912,0
2015-08-12,19,1,1,5,126,1,1,0,16,2,1.0,0,1241.4,4,0,0.8226,0
2015-08-15,42,0,1,2,17,2,0,0,0,4,0.0,0,1551.75,2,0,0.8963,0
2015-08-29,68,0,1,3,124,1,0,1,97,1,1.0,0,1034.5,5,0,0.9254,0
2015-08-25,50,1,2,4,120,1,1,0,26,2,1.0,0,2482.8,3,0,0.8915,0
2015-08-12,33,0,2,4,60,1,1,0,30,2,1.0,0,1436.0825550000002,0,0,0.9373,0
2015-08-08,34,0,2,4,24,1,1,0,0,1,0.0,1,1241.4,4,1,0.72,0
2015-08-11,25,1,1,3,12,2,0,0,6,2,1.0,0,2275.9,4,0,0.8579,0
2015-08-20,20,1,1,0,16,2,1,0,16,2,1.0,0,1137.95,4,0,0.7698,0
2015-08-25,40,0,1,4,240,1,0,0,103,8,1.0,0,1551.75,3,0,0.8414,0
2015-08-12,28,1,1,3,128,1,1,0,14,4,1.0,0,1137.95,4,0,0.8875,1
2015-08-21,27,0,1,2,25,2,1,0,48,2,1.0,0,1551.75,2,0,0.7406,0
2015-08-25,42,0,6,3,12,2,0,0,30,2,1.0,0,1531.06,4,0,0.816,0
2015-08-14,27,1,2,1,50,1,0,0,22,2,1.0,0,5586.3,4,0,0.8759999999999999,0
2015-08-10,40,1,2,4,1,2,1,0,31,2,1.0,0,3206.95,3,0,0.8766,0
2015-08-10,72,0,4,2,120,1,0,1,163,1,1.0,0,1862.1,2,0,0.9592,0
2015-08-10,24,0,1,4,122,1,0,0,0,1,0.0,0,982.775,3,0,0.9064,1
2015-08-12,27,1,1,4,120,1,1,0,39,3,1.0,0,1965.55,3,0,0.8811,1
2015-08-24,57,1,2,3,84,1,0,0,159,4,1.0,0,7034.599999999999,5,0,0.9148,0
2015-08-17,37,0,7,1,96,1,0,0,0,4,0.0,0,2069.0,5,0,0.8899,1
2015-08-06,30,1,1,4,77,1,1,0,89,2,1.0,0,2586.25,0,0,0.8091,0
2015-08-06,64,0,1,0,241,1,0,1,0,4,0.0,0,1034.5,5,0,0.9318,0
2015-08-11,39,1,2,0,3,2,0,0,2,2,1.0,0,2586.25,2,0,0.9077,0
2015-08-21,53,0,2,1,61,1,0,0,39,2,1.0,0,2413.4885,5,0,0.8956,0
2015-08-17,34,0,2,1,48,1,1,0,17,2,1.0,0,3310.4,2,0,0.9424,0
2015-08-23,43,1,5,1,144,2,0,0,151,8,1.0,0,1344.85,2,0,0.9664,0
2015-08-17,35,0,6,4,6,2,0,0,102,4,1.0,0,2586.25,3,0,0.794,0
2015-08-27,36,1,1,2,4,2,1,0,2,7,1.0,0,3103.5,2,0,0.7154,0
2015-08-23,43,0,1,4,264,1,1,0,247,5,1.0,0,1344.85,3,0,0.4547,0
2015-08-10,39,0,2,4,48,1,0,0,0,4,0.0,0,2069.0,2,0,0.7354,0
2015-08-15,41,1,1,4,504,1,0,0,0,4,0.0,0,2069.0,2,0,0.851,0
2015-08-27,47,1,2,4,242,1,0,0,17,2,1.0,0,2069.0,4,0,0.8905,0
2015-08-23,36,0,5,4,12,1,1,0,199,2,1.0,0,1965.55,2,0,0.7112,0
2015-08-17,33,0,1,4,25,1,1,0,40,4,1.0,0,1034.5,5,0,0.8238,0
2015-08-22,24,0,2,4,125,1,1,0,54,2,1.0,0,1655.2,4,0,0.8793,0
2015-08-16,21,0,1,4,48,2,1,0,19,4,1.0,0,3103.5,4,0,0.8673,0
2015-08-27,23,-1,1,4,46,1,0,0,28,4,1.0,0,1241.4,-1,0,0.7838,0
2015-08-06,49,0,2,4,372,1,0,0,0,4,0.0,0,2069.0,0,0,0.8582,0
2015-08-16,33,0,2,2,241,1,1,0,102,2,1.0,0,1137.95,0,0,0.902,0
2015-08-21,25,-1,1,4,24,1,0,0,26,4,1.0,0,1344.85,-1,0,0.7949,0
2015-08-31,38,0,5,3,12,2,0,0,0,4,0.0,0,5172.5,4,0,0.9559,1
2015-08-23,53,1,1,4,242,1,0,0,0,4,0.0,0,2069.0,4,0,0.9563,1
2015-08-03,25,0,1,1,4,2,1,0,41,2,1.0,0,1241.4,4,0,0.9276,0
2015-08-18,30,0,2,4,5,2,0,0,30,4,1.0,0,2379.35,4,0,0.8156,0
2015-08-27,21,1,1,4,24,1,0,0,0,4,0.0,0,1241.4,-1,0,0.769,0
2015-08-16,48,1,7,4,38,2,0,0,41,2,1.0,0,1551.75,5,0,0.8403,0
2015-08-07,46,0,1,0,241,1,1,0,0,8,0.0,0,986.913,0,0,0.9045,1
2015-08-03,36,0,1,2,60,3,0,0,77,4,1.0,0,986.913,5,0,0.7918,1
2015-08-11,41,0,2,4,420,1,1,0,177,2,1.0,0,1415.196,2,0,0.9706,1
2015-08-08,44,0,2,4,36,1,0,0,53,4,1.0,1,1862.1,3,0,0.8064,0
2015-08-23,38,0,1,3,36,2,0,0,42,4,1.0,0,1034.5,0,0,0.8356,0
2015-08-28,44,0,2,1,12,1,0,0,0,4,0.0,0,3620.75,2,0,0.9631,0
2015-08-13,17,1,1,3,217,1,0,0,19,2,1.0,0,1101.7425,0,0,0.8034,0
2015-08-10,27,1,2,4,12,1,0,0,7,2,1.0,0,2586.25,5,0,0.8485,1
2015-08-15,40,0,2,4,148,1,1,0,99,4,1.0,0,1500.025,2,0,0.8491,1
2015-08-10,22,1,2,4,240,1,0,0,66,4,1.0,0,1551.75,2,0,0.8207,1
2015-08-31,54,1,2,4,132,1,1,0,198,8,1.0,0,4649.043,4,1,0.8354,0
2015-08-30,38,0,1,3,240,1,0,0,98,4,1.0,0,1293.125,4,0,0.7938,0
2015-08-22,47,1,2,3,96,1,1,0,212,7,1.0,0,8276.0,3,0,0.8985,0
2015-08-17,27,-1,2,1,60,2,0,0,42,7,1.0,0,3103.5,-1,0,,0
2015-08-09,19,1,1,4,62,1,0,0,0,4,0.0,0,1507.2665,2,0,0.8377,0
2015-08-21,65,0,4,2,384,1,0,0,291,4,1.0,0,1034.5,0,1,0.8690000000000001,0
2015-08-17,29,0,2,4,145,1,0,0,4,8,1.0,0,3103.5,5,0,0.8968,0
2015-08-04,54,1,1,2,17,2,1,0,8,2,1.0,0,1862.1,0,0,0.779,0
2015-08-23,46,1,2,1,38,1,1,0,42,2,1.0,0,3103.5,3,0,0.9202,0
2015-08-04,51,0,1,4,241,1,0,0,0,4,0.0,0,1241.4,4,0,0.9186,0
2015-08-20,32,0,2,4,120,1,0,0,53,4,1.0,0,1500.025,2,0,0.9365,0
2015-08-02,41,1,1,4,75,1,1,0,186,8,1.0,0,5172.5,3,1,0.9042,0
2015-08-14,28,0,1,0,180,1,0,0,0,4,0.0,0,1241.4,5,1,0.7183,0
2015-08-09,28,0,1,1,96,1,0,0,102,4,1.0,0,10345.0,5,0,0.9605,0
2015-08-20,28,-1,1,4,120,1,1,0,0,7,0.0,0,1241.4,4,0,0.8838,0
2015-08-14,36,0,1,2,360,1,0,0,16,2,1.0,0,2069.0,2,0,0.8943,0
2015-08-18,56,0,1,1,240,1,1,1,29,1,1.0,0,3103.5,5,0,0.951,0
2015-08-06,35,0,2,4,144,1,0,0,78,6,1.0,1,1862.1,5,0,0.873,0
2015-08-28,25,1,6,4,22,2,1,0,59,2,1.0,0,1293.125,5,0,0.7303,1
2015-08-08,41,0,2,4,240,1,0,0,0,4,0.0,0,1013.81,2,0,0.7778,0
2015-08-14,34,1,2,3,84,1,1,0,0,2,0.0,0,3620.75,4,0,0.8894,0
2015-08-16,57,0,4,4,246,1,1,0,102,1,1.0,0,2586.25,2,0,0.9303,1
2015-08-13,27,1,5,3,336,5,0,0,3,2,1.0,0,1705.8905,3,0,0.9377,1
2015-08-19,34,1,6,4,6,2,0,0,13,4,1.0,0,1551.75,5,0,0.7524,0
2015-08-25,51,1,1,4,75,5,1,0,26,2,1.0,0,1344.85,0,1,0.7275,0
2015-08-30,19,0,1,4,247,1,0,0,14,2,1.0,0,703.46,-1,0,0.83,0
2015-08-28,30,0,2,4,143,1,1,0,32,2,1.0,0,1241.4,5,0,0.731,1
2015-08-20,35,0,1,2,96,1,1,0,172,2,1.0,0,2405.2125,3,0,0.8863,0
2015-08-10,19,1,1,4,12,1,0,0,15,2,1.0,0,1241.4,-1,0,,1
2015-08-27,28,0,1,2,75,2,0,0,0,2,0.0,0,1448.3,2,0,0.841,1
2015-08-10,46,0,3,3,540,1,0,0,163,4,1.0,0,3103.5,5,0,0.8809,0
2015-08-27,48,0,2,3,480,1,1,0,342,2,1.0,1,1008.6375,3,1,0.7311,0
2015-08-11,18,0,1,4,18,1,0,0,9,2,1.0,0,1241.4,5,0,0.7316,0
2015-08-16,19,0,1,1,66,1,0,0,14,8,1.0,0,1241.4,4,0,0.831,0
2015-08-16,25,0,1,5,312,1,1,1,58,2,1.0,0,1396.575,5,0,0.9208,0
2015-08-04,18,1,1,4,24,1,0,0,4,8,1.0,0,1241.4,-1,0,0.877,0
2015-08-13,20,1,1,4,84,1,1,0,53,2,1.0,0,2069.0,2,0,0.8596,0
2015-08-27,20,0,1,4,144,1,0,0,25,4,1.0,0,1551.75,4,0,0.7845,0
2015-08-14,39,0,4,0,25,1,0,1,0,2,0.0,0,2896.6,4,0,0.9536,0
2015-08-23,33,0,1,4,6,5,1,0,0,4,0.0,1,1551.75,2,0,0.8599,0
2015-08-13,34,0,1,1,18,2,1,0,14,4,1.0,0,1241.4,4,0,0.8054,0
2015-08-11,21,1,1,5,120,5,1,0,30,2,1.0,0,1551.75,5,0,0.7909999999999999,0
2015-08-31,27,0,1,1,72,1,1,0,47,2,1.0,0,3103.5,0,0,0.637,0
2015-08-24,23,0,1,2,146,1,0,0,30,2,1.0,0,2069.0,5,0,0.9007,0
2015-08-17,24,0,2,1,120,1,1,0,0,2,0.0,0,1024.155,2,0,0.8938,0
2015-08-16,49,0,2,4,245,1,0,0,222,4,1.0,1,1551.75,5,0,0.8521,0
2015-08-11,46,0,1,0,242,1,1,0,199,8,1.0,0,1241.4,4,0,0.9319,0
2015-08-11,47,0,1,4,360,1,0,0,0,4,0.0,1,1034.5,4,0,0.7773,1
2015-08-20,28,0,2,4,48,1,1,0,89,2,1.0,0,1241.4,2,0,0.9273,0
2015-08-12,28,0,6,4,60,1,0,0,55,2,1.0,0,2069.0,5,1,0.7738,0
2015-08-15,32,0,2,4,120,1,1,0,17,4,1.0,0,2069.0,3,0,0.8454,0
2015-08-14,21,1,1,4,36,1,0,0,0,4,0.0,0,1396.575,3,0,0.8455,0
2015-08-28,20,0,1,5,265,1,0,0,10,4,1.0,0,1241.4,5,0,0.9075,0
2015-08-30,35,0,1,4,192,2,1,0,10,2,1.0,0,1381.0575,0,1,0.8169,0
2015-08-18,53,0,2,3,240,1,0,0,0,4,0.0,1,2069.0,4,0,0.8518,0
2015-08-09,38,0,2,4,148,1,0,0,99,2,1.0,1,1241.4,4,0,0.9017,0
2015-08-25,20,0,2,1,12,1,0,0,18,4,1.0,0,2069.0,5,0,0.8329,1
2015-08-08,29,0,1,4,326,1,1,0,7,4,1.0,0,1241.4,0,0,0.8853,0
2015-08-11,31,0,1,5,108,1,0,0,49,2,1.0,0,1448.3,0,0,0.8383,0
2015-08-31,24,1,1,4,20,2,0,0,13,2,1.0,0,1503.1285,5,0,0.8058,1
2015-08-24,17,0,1,5,10,2,0,0,2,4,1.0,0,1034.5,0,0,0.8288,0
2015-08-10,42,0,1,2,360,1,0,0,18,4,1.0,0,1862.1,0,0,0.8753,0
2015-08-11,47,0,2,4,577,1,1,0,44,2,1.0,0,1344.85,4,0,0.8815,0
2015-08-30,21,0,1,4,12,2,0,0,6,4,1.0,0,1344.85,4,0,0.8582,0
2015-08-11,28,0,1,4,48,1,0,0,0,4,0.0,0,2069.0,0,1,0.7935,0
2015-08-07,18,1,1,4,12,1,0,0,15,2,1.0,0,1500.025,5,0,0.755,1
2015-08-18,36,0,2,4,13,1,0,0,0,4,0.0,0,1551.75,4,0,0.8448,0
2015-08-07,19,0,2,4,180,1,0,0,19,4,1.0,0,1034.5,4,0,0.7873,0
2015-08-11,27,1,6,4,24,1,1,0,27,2,1.0,0,1965.55,3,1,0.8275,0
2015-08-07,21,0,1,2,24,2,0,0,43,4,1.0,0,2586.25,3,0,0.7659,0
2015-08-15,38,0,1,1,349,1,1,0,46,4,1.0,1,1241.4,4,1,0.8176,0
2015-08-23,22,0,1,2,276,1,0,0,2,2,1.0,0,986.913,4,0,0.8483,0
2015-08-29,23,0,1,4,49,1,1,0,30,4,1.0,0,2069.0,5,0,0.8738,1
2015-08-10,41,0,2,2,421,1,0,0,161,2,1.0,0,1344.85,4,0,0.7884,0
2015-08-13,57,0,2,1,101,1,0,0,18,4,1.0,0,1034.5,4,0,0.8462,0
2015-08-11,39,0,5,4,60,2,1,0,11,2,1.0,0,2793.15,4,0,0.8746,0
2015-08-11,40,1,2,5,276,1,0,0,102,4,1.0,0,2586.25,2,0,0.8926,0
2015-08-10,64,0,2,2,168,1,0,1,0,1,0.0,0,1034.5,5,0,0.9253,0
2015-08-18,34,0,1,2,247,1,1,0,102,4,1.0,1,2069.0,5,0,0.9045,0
2015-08-22,28,0,1,1,348,1,1,0,65,7,1.0,0,2586.25,2,0,0.9351,0
2015-08-28,48,0,2,5,60,1,0,0,41,4,1.0,0,2586.25,5,0,0.9746,0
2015-08-24,50,0,2,4,540,1,0,0,0,4,0.0,0,1551.75,5,0,0.8979,0
2015-08-20,23,0,1,2,288,1,0,0,0,4,0.0,0,1034.5,2,0,0.8879,0
2015-08-17,58,0,2,1,310,1,1,0,42,1,1.0,0,1034.5,5,1,0.8274,0
2015-08-11,60,0,4,3,120,1,0,0,0,1,0.0,0,1551.75,2,0,0.9615,0
2015-08-11,31,1,2,3,144,1,0,0,25,2,1.0,1,3620.75,4,0,0.9091,0
2015-08-13,21,0,1,4,41,1,1,0,18,2,1.0,0,1034.5,4,0,0.8703,0
2015-08-11,33,1,1,4,17,2,1,0,16,2,1.0,0,1655.2,4,0,0.8482,0
2015-08-17,37,1,2,4,36,2,0,0,15,2,1.0,0,3931.1,5,1,0.8573,0
2015-08-20,49,1,1,4,240,2,0,0,98,4,1.0,0,1293.125,2,0,0.7489,1
2015-08-16,35,0,2,4,38,1,0,0,65,4,1.0,1,2069.0,3,1,0.7537,1
2015-08-11,41,0,2,2,24,2,1,0,170,2,1.0,0,1344.85,3,0,,0
2015-08-21,47,-1,2,2,146,1,0,0,0,7,0.0,0,5172.5,0,1,0.9006,0
2015-08-06,36,0,2,1,36,1,1,0,0,8,0.0,0,3103.5,4,0,0.914,0
2015-08-17,20,0,1,4,60,1,0,0,15,4,1.0,0,1241.4,-1,0,0.7835,1
2015-08-18,19,1,1,3,36,1,1,0,25,2,1.0,0,1551.75,4,0,0.831,1
2015-08-18,22,0,1,0,36,1,0,0,0,4,0.0,0,1758.65,-1,0,0.8246,0
2015-08-21,70,1,2,0,348,1,0,1,99,1,1.0,0,2069.0,2,0,0.931,0
2015-08-07,38,1,2,4,120,1,1,0,0,2,0.0,0,3336.2625,5,0,0.9025,1
2015-08-07,20,0,1,1,3,2,1,0,7,4,1.0,0,1241.4,4,0,0.7836,0
